,states,fips,year,sex,sex_code,age_group,population,breast,lung_and_bronchus,melanoma_of_the_skin,real_gdp,real_personal_income,real_pce,gdp,personal_income,disposable_personal_income,pce,regional_price_parities,n_jobs,regional_price_deflator,states_abbr,non_smoker_rate
146,California,06,2018,Female,F,65+,3134123,407.0,200.0,61.0,2644061.2,2031413.0,1530105.5,2897200.7,2431773.9,2078193.3,1835634.7,110.755,24078141.0,119.968,CA,74.3
147,California,06,2018,Male,M,25-44,5690568,172.9634703196347,1.0,5.0,2644061.2,2031413.0,1530105.5,2897200.7,2431773.9,2078193.3,1835634.7,110.755,24078141.0,119.968,CA,58.9
148,California,06,2018,Male,M,45-64,4827068,1.0,41.0,39.0,2644061.2,2031413.0,1530105.5,2897200.7,2431773.9,2078193.3,1835634.7,110.755,24078141.0,119.968,CA,58.9
149,California,06,2018,Male,M,65+,2511733,5.0,240.0,147.0,2644061.2,2031413.0,1530105.5,2897200.7,2431773.9,2078193.3,1835634.7,110.755,24078141.0,119.968,CA,58.9
150,Colorado,08,2014,Female,F,25-44,736558,54.0,161.55295950155764,13.0,298655.3,258427.2,198894.0,309542.6,271410.2,238194.8,209174.7,102.218,3467519.0,105.169,CO,62.6
151,Colorado,08,2014,Female,F,45-64,701119,249.0,45.0,29.0,298655.3,258427.2,198894.0,309542.6,271410.2,238194.8,209174.7,102.218,3467519.0,105.169,CO,62.6
152,Colorado,08,2014,Female,F,65+,369120,431.0,227.0,54.0,298655.3,258427.2,198894.0,309542.6,271410.2,238194.8,209174.7,102.218,3467519.0,105.169,CO,62.6
153,Colorado,08,2014,Male,M,25-44,766257,172.9634703196347,161.55295950155764,10.0,298655.3,258427.2,198894.0,309542.6,271410.2,238194.8,209174.7,102.218,3467519.0,105.169,CO,52.9
154,Colorado,08,2014,Male,M,45-64,684333,172.9634703196347,52.0,39.0,298655.3,258427.2,198894.0,309542.6,271410.2,238194.8,209174.7,102.218,3467519.0,105.169,CO,52.9
155,Colorado,08,2014,Male,M,65+,306817,172.9634703196347,265.0,128.0,298655.3,258427.2,198894.0,309542.6,271410.2,238194.8,209174.7,102.218,3467519.0,105.169,CO,52.9
156,Colorado,08,2015,Female,F,25-44,753742,53.0,2.0,15.0,312409.7,269350.2,208802.8,320721.1,284836.8,248768.9,221188.9,102.731,3574243.0,105.932,CO,62.8
157,Colorado,08,2015,Female,F,45-64,708271,256.0,46.0,30.0,312409.7,269350.2,208802.8,320721.1,284836.8,248768.9,221188.9,102.731,3574243.0,105.932,CO,62.8
158,Colorado,08,2015,Female,F,65+,385646,415.0,218.0,53.0,312409.7,269350.2,208802.8,320721.1,284836.8,248768.9,221188.9,102.731,3574243.0,105.932,CO,62.8
159,Colorado,08,2015,Male,M,25-44,788391,172.9634703196347,2.0,7.0,312409.7,269350.2,208802.8,320721.1,284836.8,248768.9,221188.9,102.731,3574243.0,105.932,CO,52.6
160,Colorado,08,2015,Male,M,45-64,693295,172.9634703196347,49.0,41.0,312409.7,269350.2,208802.8,320721.1,284836.8,248768.9,221188.9,102.731,3574243.0,105.932,CO,52.6
161,Colorado,08,2015,Male,M,65+,322303,6.0,251.0,124.0,312409.7,269350.2,208802.8,320721.1,284836.8,248768.9,221188.9,102.731,3574243.0,105.932,CO,52.6
162,Colorado,08,2016,Female,F,25-44,769508,54.0,2.0,13.0,318953.4,272577.8,219237.0,329911.7,289673.0,252120.8,233473.1,102.252,3666733.0,106.493,CO,64.4
163,Colorado,08,2016,Female,F,45-64,714272,259.0,47.0,33.0,318953.4,272577.8,219237.0,329911.7,289673.0,252120.8,233473.1,102.252,3666733.0,106.493,CO,64.4
164,Colorado,08,2016,Female,F,65+,401917,431.0,218.0,49.0,318953.4,272577.8,219237.0,329911.7,289673.0,252120.8,233473.1,102.252,3666733.0,106.493,CO,64.4
165,Colorado,08,2016,Male,M,25-44,809920,0.0,161.55295950155764,7.0,318953.4,272577.8,219237.0,329911.7,289673.0,252120.8,233473.1,102.252,3666733.0,106.493,CO,54.5
166,Colorado,08,2016,Male,M,45-64,700778,172.9634703196347,39.0,39.0,318953.4,272577.8,219237.0,329911.7,289673.0,252120.8,233473.1,102.252,3666733.0,106.493,CO,54.5
167,Colorado,08,2016,Male,M,65+,337850,172.9634703196347,251.0,131.0,318953.4,272577.8,219237.0,329911.7,289673.0,252120.8,233473.1,102.252,3666733.0,106.493,CO,54.5
168,Colorado,08,2017,Female,F,25-44,785428,56.0,2.0,14.0,329913.3,284986.7,226426.4,349156.5,309417.3,270293.5,246598.5,102.695,3760707.0,108.909,CO,64.8
169,Colorado,08,2017,Female,F,45-64,715357,259.0,44.0,32.0,329913.3,284986.7,226426.4,349156.5,309417.3,270293.5,246598.5,102.695,3760707.0,108.909,CO,64.8
170,Colorado,08,2017,Female,F,65+,419047,457.0,219.0,54.0,329913.3,284986.7,226426.4,349156.5,309417.3,270293.5,246598.5,102.695,3760707.0,108.909,CO,64.8
171,Colorado,08,2017,Male,M,25-44,829651,0.0,161.55295950155764,9.0,329913.3,284986.7,226426.4,349156.5,309417.3,270293.5,246598.5,102.695,3760707.0,108.909,CO,54.9
172,Colorado,08,2017,Male,M,45-64,703814,172.9634703196347,41.0,35.0,329913.3,284986.7,226426.4,349156.5,309417.3,270293.5,246598.5,102.695,3760707.0,108.909,CO,54.9
173,Colorado,08,2017,Male,M,65+,353937,5.0,244.0,120.0,329913.3,284986.7,226426.4,349156.5,309417.3,270293.5,246598.5,102.695,3760707.0,108.909,CO,54.9
174,Colorado,08,2018,Female,F,25-44,804364,53.0,2.0,13.0,342733.2,307894.2,240511.5,372212.1,331851.0,291707.7,259863.6,99.749,3857950.0,108.046,CO,64.4
175,Colorado,08,2018,Female,F,45-64,714611,263.0,43.0,29.0,342733.2,307894.2,240511.5,372212.1,331851.0,291707.7,259863.6,99.749,3857950.0,108.046,CO,64.4
176,Colorado,08,2018,Female,F,65+,437645,437.0,204.0,50.0,342733.2,307894.2,240511.5,372212.1,331851.0,291707.7,259863.6,99.749,3857950.0,108.046,CO,64.4
177,Colorado,08,2018,Male,M,25-44,852858,172.9634703196347,161.55295950155764,7.0,342733.2,307894.2,240511.5,372212.1,331851.0,291707.7,259863.6,99.749,3857950.0,108.046,CO,54.9
178,Colorado,08,2018,Male,M,45-64,704646,172.9634703196347,41.0,37.0,342733.2,307894.2,240511.5,372212.1,331851.0,291707.7,259863.6,99.749,3857950.0,108.046,CO,54.9
179,Colorado,08,2018,Male,M,65+,370641,5.0,226.0,108.0,342733.2,307894.2,240511.5,372212.1,331851.0,291707.7,259863.6,99.749,3857950.0,108.046,CO,54.9
180,Connecticut,09,2014,Female,F,25-44,440881,73.0,161.55295950155764,12.0,235780.9,216507.8,148397.9,246597.0,236756.6,198746.3,162500.9,106.431,2266029.0,109.503,CT,60.1
181,Connecticut,09,2014,Female,F,45-64,532562,284.0,69.0,30.0,235780.9,216507.8,148397.9,246597.0,236756.6,198746.3,162500.9,106.431,2266029.0,109.503,CT,60.1
182,Connecticut,09,2014,Female,F,65+,321212,448.0,309.0,58.0,235780.9,216507.8,148397.9,246597.0,236756.6,198746.3,162500.9,106.431,2266029.0,109.503,CT,60.1
183,Connecticut,09,2014,Male,M,25-44,430998,172.9634703196347,161.55295950155764,5.0,235780.9,216507.8,148397.9,246597.0,236756.6,198746.3,162500.9,106.431,2266029.0,109.503,CT,53.5
184,Connecticut,09,2014,Male,M,45-64,500092,172.9634703196347,70.0,35.0,235780.9,216507.8,148397.9,246597.0,236756.6,198746.3,162500.9,106.431,2266029.0,109.503,CT,53.5
185,Connecticut,09,2014,Male,M,65+,241874,8.0,388.0,134.0,235780.9,216507.8,148397.9,246597.0,236756.6,198746.3,162500.9,106.431,2266029.0,109.503,CT,53.5
186,Connecticut,09,2015,Female,F,25-44,435742,67.0,3.0,12.0,242706.5,222029.2,151337.9,259487.8,243164.6,203657.5,166029.8,106.393,2288113.0,109.708,CT,64.2
187,Connecticut,09,2015,Female,F,45-64,531947,293.0,68.0,22.0,242706.5,222029.2,151337.9,259487.8,243164.6,203657.5,166029.8,106.393,2288113.0,109.708,CT,64.2
188,Connecticut,09,2015,Female,F,65+,327111,455.0,300.0,54.0,242706.5,222029.2,151337.9,259487.8,243164.6,203657.5,166029.8,106.393,2288113.0,109.708,CT,64.2
189,Connecticut,09,2015,Male,M,25-44,427786,0.0,161.55295950155764,8.0,242706.5,222029.2,151337.9,259487.8,243164.6,203657.5,166029.8,106.393,2288113.0,109.708,CT,53.5
190,Connecticut,09,2015,Male,M,45-64,499583,3.0,71.0,38.0,242706.5,222029.2,151337.9,259487.8,243164.6,203657.5,166029.8,106.393,2288113.0,109.708,CT,53.5
191,Connecticut,09,2015,Male,M,65+,247849,8.0,360.0,123.0,242706.5,222029.2,151337.9,259487.8,243164.6,203657.5,166029.8,106.393,2288113.0,109.708,CT,53.5
192,Connecticut,09,2016,Female,F,25-44,431736,66.0,3.0,10.0,243286.7,223770.1,153123.5,263670.3,247777.4,209623.0,169905.3,106.54,2301306.0,110.96,CT,63.0
193,Connecticut,09,2016,Female,F,45-64,529909,279.0,75.0,26.0,243286.7,223770.1,153123.5,263670.3,247777.4,209623.0,169905.3,106.54,2301306.0,110.96,CT,63.0
194,Connecticut,09,2016,Female,F,65+,333178,452.0,306.0,54.0,243286.7,223770.1,153123.5,263670.3,247777.4,209623.0,169905.3,106.54,2301306.0,110.96,CT,63.0
195,Connecticut,09,2016,Male,M,25-44,425362,0.0,161.55295950155764,7.0,243286.7,223770.1,153123.5,263670.3,247777.4,209623.0,169905.3,106.54,2301306.0,110.96,CT,55.6
196,Connecticut,09,2016,Male,M,45-64,497374,172.9634703196347,75.0,36.0,243286.7,223770.1,153123.5,263670.3,247777.4,209623.0,169905.3,106.54,2301306.0,110.96,CT,55.6
197,Connecticut,09,2016,Male,M,65+,253900,172.9634703196347,371.0,129.0,243286.7,223770.1,153123.5,263670.3,247777.4,209623.0,169905.3,106.54,2301306.0,110.96,CT,55.6
198,Connecticut,09,2017,Female,F,25-44,431475,63.0,161.55295950155764,11.0,247035.9,224989.5,155259.1,271443.2,252571.3,213212.7,175076.9,106.33,2300236.0,112.764,CT,64.0
199,Connecticut,09,2017,Female,F,45-64,525721,274.0,71.0,26.0,247035.9,224989.5,155259.1,271443.2,252571.3,213212.7,175076.9,106.33,2300236.0,112.764,CT,64.0
200,Connecticut,09,2017,Female,F,65+,339437,449.0,315.0,52.0,247035.9,224989.5,155259.1,271443.2,252571.3,213212.7,175076.9,106.33,2300236.0,112.764,CT,64.0
201,Connecticut,09,2017,Male,M,25-44,426974,172.9634703196347,161.55295950155764,4.0,247035.9,224989.5,155259.1,271443.2,252571.3,213212.7,175076.9,106.33,2300236.0,112.764,CT,58.3
202,Connecticut,09,2017,Male,M,45-64,492904,172.9634703196347,71.0,36.0,247035.9,224989.5,155259.1,271443.2,252571.3,213212.7,175076.9,106.33,2300236.0,112.764,CT,58.3
203,Connecticut,09,2017,Male,M,65+,260562,7.0,380.0,108.0,247035.9,224989.5,155259.1,271443.2,252571.3,213212.7,175076.9,106.33,2300236.0,112.764,CT,58.3
204,Connecticut,09,2018,Female,F,25-44,434384,64.0,161.55295950155764,9.0,249074.8,237339.9,162720.9,279923.0,263357.6,223772.7,181568.4,103.014,2314488.0,111.583,CT,63.5
205,Connecticut,09,2018,Female,F,45-64,520115,277.0,66.0,22.0,249074.8,237339.9,162720.9,279923.0,263357.6,223772.7,181568.4,103.014,2314488.0,111.583,CT,63.5
206,Connecticut,09,2018,Female,F,65+,346862,437.0,283.0,55.0,249074.8,237339.9,162720.9,279923.0,263357.6,223772.7,181568.4,103.014,2314488.0,111.583,CT,63.5
207,Connecticut,09,2018,Male,M,25-44,431813,172.9634703196347,161.55295950155764,4.0,249074.8,237339.9,162720.9,279923.0,263357.6,223772.7,181568.4,103.014,2314488.0,111.583,CT,57.5
208,Connecticut,09,2018,Male,M,45-64,486364,172.9634703196347,71.0,30.0,249074.8,237339.9,162720.9,279923.0,263357.6,223772.7,181568.4,103.014,2314488.0,111.583,CT,57.5
209,Connecticut,09,2018,Male,M,65+,268147,9.0,321.0,117.0,249074.8,237339.9,162720.9,279923.0,263357.6,223772.7,181568.4,103.014,2314488.0,111.583,CT,57.5
210,Delaware,10,2014,Female,F,25-44,117998,54.0,161.55295950155764,13.0,64940.1,41848.1,37067.4,68354.7,43031.6,38297.6,38168.3,100.081,556517.0,102.97,DE,61.9
211,Delaware,10,2014,Female,F,45-64,132804,278.0,95.0,33.0,64940.1,41848.1,37067.4,68354.7,43031.6,38297.6,38168.3,100.081,556517.0,102.97,DE,61.9
212,Delaware,10,2014,Female,F,65+,85631,484.0,335.0,78.0,64940.1,41848.1,37067.4,68354.7,43031.6,38297.6,38168.3,100.081,556517.0,102.97,DE,61.9
213,Delaware,10,2014,Male,M,25-44,112497,0.0,161.55295950155764,50.42757172848145,64940.1,41848.1,37067.4,68354.7,43031.6,38297.6,38168.3,100.081,556517.0,102.97,DE,48.5
214,Delaware,10,2014,Male,M,45-64,119944,0.0,90.0,59.0,64940.1,41848.1,37067.4,68354.7,43031.6,38297.6,38168.3,100.081,556517.0,102.97,DE,48.5
215,Delaware,10,2014,Male,M,65+,68383,172.9634703196347,418.0,182.0,64940.1,41848.1,37067.4,68354.7,43031.6,38297.6,38168.3,100.081,556517.0,102.97,DE,48.5
216,Delaware,10,2015,Female,F,25-44,118963,59.0,161.55295950155764,20.0,66793.5,44484.0,38792.6,71913.9,45216.1,40056.6,39499.0,98.745,568952.0,101.821,DE,61.6
217,Delaware,10,2015,Female,F,45-64,134151,278.0,84.0,45.0,66793.5,44484.0,38792.6,71913.9,45216.1,40056.6,39499.0,98.745,568952.0,101.821,DE,61.6
218,Delaware,10,2015,Female,F,65+,88971,454.0,327.0,52.0,66793.5,44484.0,38792.6,71913.9,45216.1,40056.6,39499.0,98.745,568952.0,101.821,DE,61.6
219,Delaware,10,2015,Male,M,25-44,114105,0.0,161.55295950155764,50.42757172848145,66793.5,44484.0,38792.6,71913.9,45216.1,40056.6,39499.0,98.745,568952.0,101.821,DE,48.9
220,Delaware,10,2015,Male,M,45-64,120989,172.9634703196347,99.0,59.0,66793.5,44484.0,38792.6,71913.9,45216.1,40056.6,39499.0,98.745,568952.0,101.821,DE,48.9
221,Delaware,10,2015,Male,M,65+,71404,172.9634703196347,490.0,184.0,66793.5,44484.0,38792.6,71913.9,45216.1,40056.6,39499.0,98.745,568952.0,101.821,DE,48.9
222,Delaware,10,2016,Female,F,25-44,119357,55.0,161.55295950155764,50.42757172848145,63001.3,45113.0,39313.9,69355.0,46444.8,41212.5,40559.0,99.058,578668.0,103.167,DE,59.3
223,Delaware,10,2016,Female,F,45-64,135290,263.0,107.0,38.0,63001.3,45113.0,39313.9,69355.0,46444.8,41212.5,40559.0,99.058,578668.0,103.167,DE,59.3
224,Delaware,10,2016,Female,F,65+,92608,455.0,327.0,74.0,63001.3,45113.0,39313.9,69355.0,46444.8,41212.5,40559.0,99.058,578668.0,103.167,DE,59.3
225,Delaware,10,2016,Male,M,25-44,114806,0.0,161.55295950155764,50.42757172848145,63001.3,45113.0,39313.9,69355.0,46444.8,41212.5,40559.0,99.058,578668.0,103.167,DE,51.4
226,Delaware,10,2016,Male,M,45-64,121815,0.0,72.0,44.0,63001.3,45113.0,39313.9,69355.0,46444.8,41212.5,40559.0,99.058,578668.0,103.167,DE,51.4
227,Delaware,10,2016,Male,M,65+,74499,172.9634703196347,436.0,218.0,63001.3,45113.0,39313.9,69355.0,46444.8,41212.5,40559.0,99.058,578668.0,103.167,DE,51.4
228,Delaware,10,2017,Female,F,25-44,119817,59.0,161.55295950155764,19.0,60357.5,46652.1,40189.1,68302.5,48476.2,42883.8,41939.0,98.399,584712.0,104.354,DE,62.8
229,Delaware,10,2017,Female,F,45-64,135528,239.0,74.0,33.0,60357.5,46652.1,40189.1,68302.5,48476.2,42883.8,41939.0,98.399,584712.0,104.354,DE,62.8
230,Delaware,10,2017,Female,F,65+,96590,395.0,312.0,78.0,60357.5,46652.1,40189.1,68302.5,48476.2,42883.8,41939.0,98.399,584712.0,104.354,DE,62.8
231,Delaware,10,2017,Male,M,25-44,115837,0.0,161.55295950155764,50.42757172848145,60357.5,46652.1,40189.1,68302.5,48476.2,42883.8,41939.0,98.399,584712.0,104.354,DE,52.6
232,Delaware,10,2017,Male,M,45-64,122033,172.9634703196347,82.0,46.0,60357.5,46652.1,40189.1,68302.5,48476.2,42883.8,41939.0,98.399,584712.0,104.354,DE,52.6
233,Delaware,10,2017,Male,M,65+,77614,172.9634703196347,349.0,171.0,60357.5,46652.1,40189.1,68302.5,48476.2,42883.8,41939.0,98.399,584712.0,104.354,DE,52.6
234,Delaware,10,2018,Female,F,25-44,120783,70.0,161.55295950155764,15.0,61425.1,48456.8,41699.7,72168.3,51191.2,45394.0,44250.2,97.967,596999.0,106.116,DE,60.7
235,Delaware,10,2018,Female,F,45-64,135619,273.0,84.0,31.0,61425.1,48456.8,41699.7,72168.3,51191.2,45394.0,44250.2,97.967,596999.0,106.116,DE,60.7
236,Delaware,10,2018,Female,F,65+,100678,449.0,294.0,70.0,61425.1,48456.8,41699.7,72168.3,51191.2,45394.0,44250.2,97.967,596999.0,106.116,DE,60.7
237,Delaware,10,2018,Male,M,25-44,117037,0.0,161.55295950155764,50.42757172848145,61425.1,48456.8,41699.7,72168.3,51191.2,45394.0,44250.2,97.967,596999.0,106.116,DE,54.6
238,Delaware,10,2018,Male,M,45-64,122047,172.9634703196347,93.0,52.0,61425.1,48456.8,41699.7,72168.3,51191.2,45394.0,44250.2,97.967,596999.0,106.116,DE,54.6
239,Delaware,10,2018,Male,M,65+,80969,172.9634703196347,327.0,184.0,61425.1,48456.8,41699.7,72168.3,51191.2,45394.0,44250.2,97.967,596999.0,106.116,DE,54.6
240,District of Columbia,11,2014,Female,F,25-44,128117,60.0,161.55295950155764,50.42757172848145,114553.6,40155.8,34214.6,119414.6,46780.2,39789.0,39914.0,113.385,860669.0,116.658,DC,66.5
241,District of Columbia,11,2014,Female,F,45-64,75002,258.0,78.0,50.42757172848145,114553.6,40155.8,34214.6,119414.6,46780.2,39789.0,39914.0,113.385,860669.0,116.658,DC,66.5
242,District of Columbia,11,2014,Female,F,65+,45824,539.0,229.0,50.42757172848145,114553.6,40155.8,34214.6,119414.6,46780.2,39789.0,39914.0,113.385,860669.0,116.658,DC,66.5
243,District of Columbia,11,2014,Male,M,25-44,116118,0.0,161.55295950155764,50.42757172848145,114553.6,40155.8,34214.6,119414.6,46780.2,39789.0,39914.0,113.385,860669.0,116.658,DC,62.3
244,District of Columbia,11,2014,Male,M,45-64,70561,172.9634703196347,92.0,50.42757172848145,114553.6,40155.8,34214.6,119414.6,46780.2,39789.0,39914.0,113.385,860669.0,116.658,DC,62.3
245,District of Columbia,11,2014,Male,M,65+,31554,172.9634703196347,285.0,76.0,114553.6,40155.8,34214.6,119414.6,46780.2,39789.0,39914.0,113.385,860669.0,116.658,DC,62.3
246,District of Columbia,11,2015,Female,F,25-44,131668,45.0,0.0,50.42757172848145,116808.4,43487.4,35830.8,124604.7,50337.3,42513.8,41546.1,112.448,873232.0,115.951,DC,64.9
247,District of Columbia,11,2015,Female,F,45-64,75442,253.0,104.0,50.42757172848145,116808.4,43487.4,35830.8,124604.7,50337.3,42513.8,41546.1,112.448,873232.0,115.951,DC,64.9
248,District of Columbia,11,2015,Female,F,65+,47309,441.0,194.0,50.42757172848145,116808.4,43487.4,35830.8,124604.7,50337.3,42513.8,41546.1,112.448,873232.0,115.951,DC,64.9
249,District of Columbia,11,2015,Male,M,25-44,119689,0.0,161.55295950155764,50.42757172848145,116808.4,43487.4,35830.8,124604.7,50337.3,42513.8,41546.1,112.448,873232.0,115.951,DC,59.8
250,District of Columbia,11,2015,Male,M,45-64,70875,172.9634703196347,73.0,50.42757172848145,116808.4,43487.4,35830.8,124604.7,50337.3,42513.8,41546.1,112.448,873232.0,115.951,DC,59.8
251,District of Columbia,11,2015,Male,M,65+,32719,172.9634703196347,250.0,85.0,116808.4,43487.4,35830.8,124604.7,50337.3,42513.8,41546.1,112.448,873232.0,115.951,DC,59.8
252,District of Columbia,11,2016,Female,F,25-44,135337,59.0,161.55295950155764,50.42757172848145,119644.3,45795.5,37420.6,129648.6,52684.5,44766.0,43139.6,110.691,892766.0,115.283,DC,70.2
253,District of Columbia,11,2016,Female,F,45-64,75559,304.0,82.0,50.42757172848145,119644.3,45795.5,37420.6,129648.6,52684.5,44766.0,43139.6,110.691,892766.0,115.283,DC,70.2
254,District of Columbia,11,2016,Female,F,65+,48456,352.0,177.0,50.42757172848145,119644.3,45795.5,37420.6,129648.6,52684.5,44766.0,43139.6,110.691,892766.0,115.283,DC,70.2
255,District of Columbia,11,2016,Male,M,45-64,71757,172.9634703196347,68.0,50.42757172848145,119644.3,45795.5,37420.6,129648.6,52684.5,44766.0,43139.6,110.691,892766.0,115.283,DC,61.5
256,District of Columbia,11,2016,Male,M,65+,33619,172.9634703196347,205.0,53.0,119644.3,45795.5,37420.6,129648.6,52684.5,44766.0,43139.6,110.691,892766.0,115.283,DC,61.5
257,District of Columbia,11,2017,Female,F,25-44,138299,57.0,161.55295950155764,50.42757172848145,120759.4,47049.3,38818.1,133243.5,54464.8,46276.4,45030.9,109.386,902812.0,116.005,DC,72.3
258,District of Columbia,11,2017,Female,F,45-64,75280,305.0,65.0,50.42757172848145,120759.4,47049.3,38818.1,133243.5,54464.8,46276.4,45030.9,109.386,902812.0,116.005,DC,72.3
259,District of Columbia,11,2017,Female,F,65+,49462,442.0,216.0,50.42757172848145,120759.4,47049.3,38818.1,133243.5,54464.8,46276.4,45030.9,109.386,902812.0,116.005,DC,72.3
260,District of Columbia,11,2017,Male,M,45-64,71452,172.9634703196347,55.0,22.0,120759.4,47049.3,38818.1,133243.5,54464.8,46276.4,45030.9,109.386,902812.0,116.005,DC,61.4
261,District of Columbia,11,2017,Male,M,65+,34295,172.9634703196347,282.0,61.0,120759.4,47049.3,38818.1,133243.5,54464.8,46276.4,45030.9,109.386,902812.0,116.005,DC,61.4
262,District of Columbia,11,2018,Female,F,25-44,140356,41.0,161.55295950155764,50.42757172848145,123680.5,47191.0,39647.0,139722.5,56707.5,48015.5,47631.1,110.912,914209.0,120.138,DC,69.6
263,District of Columbia,11,2018,Female,F,45-64,74691,275.0,53.0,50.42757172848145,123680.5,47191.0,39647.0,139722.5,56707.5,48015.5,47631.1,110.912,914209.0,120.138,DC,69.6
264,District of Columbia,11,2018,Female,F,65+,50700,495.0,207.0,50.42757172848145,123680.5,47191.0,39647.0,139722.5,56707.5,48015.5,47631.1,110.912,914209.0,120.138,DC,69.6
265,District of Columbia,11,2018,Male,M,45-64,71477,0.0,72.0,50.42757172848145,123680.5,47191.0,39647.0,139722.5,56707.5,48015.5,47631.1,110.912,914209.0,120.138,DC,60.6
266,District of Columbia,11,2018,Male,M,65+,35271,172.9634703196347,277.0,53.0,123680.5,47191.0,39647.0,139722.5,56707.5,48015.5,47631.1,110.912,914209.0,120.138,DC,60.6
267,Florida,12,2014,Female,F,25-44,2466008,57.0,2.0,11.0,817233.5,829811.8,733711.4,851692.4,861412.3,770777.3,762704.3,101.035,10937166.0,103.952,FL,59.8
268,Florida,12,2014,Female,F,45-64,2745151,248.0,78.0,30.0,817233.5,829811.8,733711.4,851692.4,861412.3,770777.3,762704.3,101.035,10937166.0,103.952,FL,59.8
269,Florida,12,2014,Female,F,65+,2075399,382.0,272.0,58.0,817233.5,829811.8,733711.4,851692.4,861412.3,770777.3,762704.3,101.035,10937166.0,103.952,FL,59.8
270,Florida,12,2014,Male,M,25-44,2442403,172.9634703196347,3.0,9.0,817233.5,829811.8,733711.4,851692.4,861412.3,770777.3,762704.3,101.035,10937166.0,103.952,FL,48.9
271,Florida,12,2014,Male,M,45-64,2543100,1.0,100.0,44.0,817233.5,829811.8,733711.4,851692.4,861412.3,770777.3,762704.3,101.035,10937166.0,103.952,FL,48.9
272,Florida,12,2014,Male,M,65+,1695983,6.0,381.0,167.0,817233.5,829811.8,733711.4,851692.4,861412.3,770777.3,762704.3,101.035,10937166.0,103.952,FL,48.9
273,Florida,12,2015,Female,F,25-44,2516295,59.0,3.0,11.0,852242.4,880225.7,767136.1,908519.9,919834.9,817210.6,803038.6,101.517,11367160.0,104.68,FL,60.9
274,Florida,12,2015,Female,F,45-64,2789499,247.0,77.0,30.0,852242.4,880225.7,767136.1,908519.9,919834.9,817210.6,803038.6,101.517,11367160.0,104.68,FL,60.9
275,Florida,12,2015,Female,F,65+,2150536,389.0,271.0,62.0,852242.4,880225.7,767136.1,908519.9,919834.9,817210.6,803038.6,101.517,11367160.0,104.68,FL,60.9
276,Florida,12,2015,Male,M,25-44,2496175,172.9634703196347,3.0,9.0,852242.4,880225.7,767136.1,908519.9,919834.9,817210.6,803038.6,101.517,11367160.0,104.68,FL,51.2
277,Florida,12,2015,Male,M,45-64,2585671,1.0,96.0,47.0,852242.4,880225.7,767136.1,908519.9,919834.9,817210.6,803038.6,101.517,11367160.0,104.68,FL,51.2
278,Florida,12,2015,Male,M,65+,1763199,6.0,362.0,171.0,852242.4,880225.7,767136.1,908519.9,919834.9,817210.6,803038.6,101.517,11367160.0,104.68,FL,51.2
279,Florida,12,2016,Female,F,25-44,2571172,59.0,2.0,10.0,881539.2,904603.2,791447.7,953352.5,954069.7,857117.4,836468.9,101.479,11682235.0,105.688,FL,64.3
